Gene.symbol,adj.P.Val,negLog
HYAL1,3.56E-04,3.448550002
RCN2,3.61E-04,3.442492798
CYB5R3,3.62E-04,3.441291429
DDX39A,3.62E-04,3.441291429
SRGAP2,3.64E-04,3.438898616
TNFSF12-TNFSF13,3.68E-04,3.434152181
CACNB3,3.71E-04,3.43062609
FBLN5,3.71E-04,3.43062609
VSTM2L,3.71E-04,3.43062609
WRB,3.71E-04,3.43062609
FAM110A,3.72E-04,3.42945706
VWA5B2,3.72E-04,3.42945706
DNAJC17,3.73E-04,3.428291168
KLF4,3.73E-04,3.428291168
VAPB,3.73E-04,3.428291168
CALML4,3.75E-04,3.425968732
NACAD,3.76E-04,3.424812155
TMEM242,3.76E-04,3.424812155
VPS13D,3.76E-04,3.424812155
BRINP2,3.82E-04,3.417936637
AASDHPPT,3.85E-04,3.41453927
CNST,3.85E-04,3.41453927
DBX2,3.85E-04,3.41453927
DCAF13,3.85E-04,3.41453927
DOCK9-AS2,3.85E-04,3.41453927
FBXW7,3.85E-04,3.41453927
NKIRAS2,3.85E-04,3.41453927
PRKCB,3.85E-04,3.41453927
PTGFR,3.85E-04,3.41453927
TCIRG1,3.85E-04,3.41453927
TIAF1,3.90E-04,3.408935393
MVB12B,3.91E-04,3.407823243
OAS1,3.91E-04,3.407823243
OR9G1,3.91E-04,3.407823243
ASIP,3.93E-04,3.40560745
KEAP1,3.93E-04,3.40560745
P2RY12,3.93E-04,3.40560745
CSF1,4.01E-04,3.396855627
KRT3,4.01E-04,3.396855627
ADD3,4.02E-04,3.395773947
CADM3,4.02E-04,3.395773947
GTPBP4,4.02E-04,3.395773947
KDM2A,4.02E-04,3.395773947
LINC00691,4.02E-04,3.395773947
WDR44,4.03E-04,3.394694954
CTDP1,4.04E-04,3.393618635
HDAC5,4.04E-04,3.393618635
SEMA6B,4.04E-04,3.393618635
KCNC4,4.05E-04,3.392544977
NTRK2,4.07E-04,3.390405591
FAM114A2,4.08E-04,3.389339837
CLN6,4.16E-04,3.380906669
APBB2,4.17E-04,3.379863945
CAMSAP3,4.18E-04,3.378823718
LRRN4CL,4.19E-04,3.377785977
PLEKHN1,4.20E-04,3.37675071
SMIM11,4.20E-04,3.37675071
CTNND2,4.21E-04,3.375717904
OR2W5,4.21E-04,3.375717904
ST6GALNAC6,4.21E-04,3.375717904
MBD3L1,4.22E-04,3.374687549
ZNF576,4.22E-04,3.374687549
SRGAP2,4.25E-04,3.37161107
SRSF11,4.25E-04,3.37161107
FEZ1,4.27E-04,3.369572125
ORAI1,4.27E-04,3.369572125
RBMS1,4.27E-04,3.369572125
TMX1,4.27E-04,3.369572125
INO80,4.34E-04,3.36251027
AKAP12,4.36E-04,3.360513511
KRT17,4.36E-04,3.360513511
HES5,4.37E-04,3.359518563
CNBP,4.39E-04,3.35753548
S100A13,4.39E-04,3.35753548
DIRAS2,4.40E-04,3.356547324
ARHGAP27,4.41E-04,3.355561411
BCL6,4.41E-04,3.355561411
RFWD3,4.41E-04,3.355561411
CASP3,4.43E-04,3.353596274
DMGDH,4.49E-04,3.347753659
FAM180A,4.49E-04,3.347753659
PRR12,4.49E-04,3.347753659
CBX7,4.56E-04,3.341035157
TEAD4,4.56E-04,3.341035157
U2AF2,4.56E-04,3.341035157
FCGR2B,4.57E-04,3.3400838
SNX25,4.57E-04,3.3400838
RGN,4.60E-04,3.337242168
ABCC9,4.62E-04,3.335358024
TRIM34,4.62E-04,3.335358024
ABI1,4.63E-04,3.334419009
DNAJB14,4.63E-04,3.334419009
STAT5A,4.63E-04,3.334419009
AMY1B,4.66E-04,3.331614083
PWWP2B,4.68E-04,3.329754147
CHMP1A,4.70E-04,3.327902142
ZNF644,4.70E-04,3.327902142
PCGF1,4.74E-04,3.324221658
PLCD3,4.74E-04,3.324221658
PPP1CB,4.74E-04,3.324221658
WASF2,4.76E-04,3.322393047
ABCA2,4.77E-04,3.321481621
PPP5C,4.77E-04,3.321481621
KLHL5,4.79E-04,3.319664487
ACHE,4.80E-04,3.318758763
FOLR1,4.82E-04,3.316952962
ARPP19,4.83E-04,3.316052869
OR2A7,4.83E-04,3.316052869
SLC14A1,4.83E-04,3.316052869
EIF4G1,4.84E-04,3.315154638
KIAA0556,4.84E-04,3.315154638
KRTAP12-4,4.84E-04,3.315154638
C12orf73,4.88E-04,3.311580178
BAG1,4.90E-04,3.30980392
ENHO,4.90E-04,3.30980392
GHSR,4.90E-04,3.30980392
MAN1C1,4.90E-04,3.30980392
ALKBH8,4.92E-04,3.308034897
SEC23A,4.92E-04,3.308034897
UFM1,4.92E-04,3.308034897
FOXRED1,4.95E-04,3.305394801
RASA2,4.96E-04,3.304518324
CFH,4.98E-04,3.302770657
DAG1,4.98E-04,3.302770657
ADAM22,5.05E-04,3.296708622
MDK,5.06E-04,3.295849483
MED1,5.07E-04,3.294992041
TGIF1,5.08E-04,3.294136288
ALDH8A1,5.09E-04,3.293282218
IL7,5.09E-04,3.293282218
MEGF10,5.09E-04,3.293282218
MINOS1,5.09E-04,3.293282218
PYGO2,5.09E-04,3.293282218
SPTAN1,5.09E-04,3.293282218
TMEM179B,5.09E-04,3.293282218
BCR,5.13E-04,3.289882635
GNAS-AS1,5.16E-04,3.287350298
SMARCA5,5.18E-04,3.28567024
RIMKLA,5.20E-04,3.283996656
ASCL2,5.23E-04,3.281498311
MTERF4,5.23E-04,3.281498311
ZNF628,5.25E-04,3.279840697
TBC1D9B,5.27E-04,3.278189385
BAI1,5.28E-04,3.277366077
ITGA6,5.28E-04,3.277366077
VANGL1,5.30E-04,3.27572413
RBPJ,5.31E-04,3.274905479
SNORD105,5.33E-04,3.273272791
NOTO,5.37E-04,3.270025714
KIAA0319L,5.40E-04,3.26760624
C17orf102,5.41E-04,3.266802735
RASAL2,5.41E-04,3.266802735
TCOF1,5.41E-04,3.266802735
ADAMTS5,5.44E-04,3.2644011
KLHL13,5.45E-04,3.263603498
SLC29A1,5.45E-04,3.263603498
LAD1,5.47E-04,3.262012674
GPR160,5.50E-04,3.259637311
KAZALD1,5.50E-04,3.259637311
CNRIP1,5.51E-04,3.258848401
OR51M1,5.53E-04,3.257274869
XKR4,5.53E-04,3.257274869
CMA1,5.57E-04,3.254144805
IGSF8,5.60E-04,3.251811973
BRWD3,5.63E-04,3.249491605
GPLD1,5.63E-04,3.249491605
RTN4RL1,5.63E-04,3.249491605
VPS4A,5.63E-04,3.249491605
LIPC,5.65E-04,3.247951552
LOC731157,5.66E-04,3.247183569
SH2D3C,5.66E-04,3.247183569
SMARCC2,5.67E-04,3.246416941
NPPA,5.69E-04,3.244887734
LCE5A,5.78E-04,3.238072162
ADAMTSL4,5.81E-04,3.235823868
RPRD2,5.88E-04,3.230622674
WNT5B,5.88E-04,3.230622674
FBF1,5.90E-04,3.229147988
FLT3LG,5.95E-04,3.225483034
COX8C,5.96E-04,3.22475374
PAK4,6.00E-04,3.22184875
CRLF1,6.01E-04,3.221125528
SPC24,6.03E-04,3.219682688
ITPKC,6.09E-04,3.215382707
DSTN,6.12E-04,3.213248578
SLC17A7,6.12E-04,3.213248578
PTPRO,6.15E-04,3.211124884
IBA57,6.16E-04,3.210419288
GLDN,6.20E-04,3.207608311
GINM1,6.23E-04,3.205511953
C6orf48,6.24E-04,3.20481541
ABCA9,6.27E-04,3.202732459
BCAS3,6.33E-04,3.19859629
C17orf58,6.38E-04,3.195179321
OR1E2,6.38E-04,3.195179321
TCEAL4,6.38E-04,3.195179321
YPEL3,6.38E-04,3.195179321
AFF3,6.39E-04,3.194499142
LCE4A,6.39E-04,3.194499142
MTPN,6.39E-04,3.194499142
ZXDA,6.39E-04,3.194499142
OR8H3,6.40E-04,3.193820026
MAP3K11,6.42E-04,3.192464972
FYCO1,6.46E-04,3.189767482
KLHL4,6.46E-04,3.189767482
SLC2A12,6.49E-04,3.187755303
SPOP,6.49E-04,3.187755303
ATP7A,6.50E-04,3.187086643
PLA2G5,6.50E-04,3.187086643
CD69,6.51E-04,3.186419011
FAM21C,6.51E-04,3.186419011
CD44,6.52E-04,3.185752404
OR1L4,6.52E-04,3.185752404
HIF1AN,6.53E-04,3.185086819
AK4,6.57E-04,3.18243463
LYZ,6.57E-04,3.18243463
TENC1,6.57E-04,3.18243463
CBLN3,6.61E-04,3.179798541
CORO2A,6.65E-04,3.177178355
DMRTB1,6.65E-04,3.177178355
LRP1,6.65E-04,3.177178355
NAF1,6.65E-04,3.177178355
DSC2,6.66E-04,3.176525771
SLC6A10P,6.68E-04,3.175223538
FOLR1,6.71E-04,3.17327748
B3GALT4,6.76E-04,3.170053304
MAGEA12,6.76E-04,3.170053304
UBE2J2,6.76E-04,3.170053304
AQP1,6.78E-04,3.168770306
TMEM102,6.79E-04,3.168130226
NEK9,6.82E-04,3.166215625
ARAF,6.83E-04,3.165579296
TRAPPC2,6.83E-04,3.165579296
CCDC33,6.91E-04,3.160521953
ILDR2,6.91E-04,3.160521953
LCE1E,6.91E-04,3.160521953
WDR77,6.91E-04,3.160521953
PNMAL2,6.99E-04,3.155522824
DOCK9,7.02E-04,3.153662888
OR52W1,7.02E-04,3.153662888
MCF2L2,7.04E-04,3.152427341
STAP2,7.04E-04,3.152427341
TRAM1,7.04E-04,3.152427341
LOC100129083,7.05E-04,3.151810883
OR5K4,7.07E-04,3.150580586
FXN,7.10E-04,3.148741651
LOC729609,7.12E-04,3.147520006
OR5AR1,7.12E-04,3.147520006
REPS2,7.12E-04,3.147520006
PHACTR4,7.22E-04,3.141462802
NR1I3,7.24E-04,3.140261434
CCL25,7.25E-04,3.139661993
HOXA4,7.25E-04,3.139661993
CD1E,7.28E-04,3.137868621
ZNF385A,7.32E-04,3.135488919
CACNA1H,7.34E-04,3.13430394
DAZ2,7.41E-04,3.130181792
FAM149A,7.41E-04,3.130181792
KIR3DL1,7.44E-04,3.128427064
AMY1A,7.46E-04,3.127261173
USB1,7.46E-04,3.127261173
CASP6,7.48E-04,3.126098402
LSP1,7.48E-04,3.126098402
RAPGEF4,7.51E-04,3.124360063
IRF5,7.53E-04,3.123205024
STRN4,7.53E-04,3.123205024
ANKRD55,7.55E-04,3.122053048
USP32,7.55E-04,3.122053048
OSTC,7.56E-04,3.121478204
ZBTB4,7.56E-04,3.121478204
ACER3,7.58E-04,3.120330794
SAPCD1,7.58E-04,3.120330794
TYSND1,7.58E-04,3.120330794
ATP2A3,7.61E-04,3.118615343
CFHR2,7.61E-04,3.118615343
FAM135B,7.61E-04,3.118615343
FBXW7,7.61E-04,3.118615343
LAMTOR4,7.61E-04,3.118615343
OR4A15,7.61E-04,3.118615343
OR6Q1,7.61E-04,3.118615343
SIRPA,7.61E-04,3.118615343
SLC46A2,7.61E-04,3.118615343
SV2B,7.61E-04,3.118615343
TOX4,7.61E-04,3.118615343
C9orf163,7.63E-04,3.117475462
KRT77,7.71E-04,3.112945622
GAS6,7.74E-04,3.111259039
IER3IP1,7.74E-04,3.111259039
MIR1224,7.74E-04,3.111259039
NECAB2,7.74E-04,3.111259039
NVL,7.76E-04,3.110138279
TPRG1,7.80E-04,3.107905397
CRY1,7.82E-04,3.106793247
GTF3C1,7.82E-04,3.106793247
KDR,7.82E-04,3.106793247
GJB6,7.84E-04,3.105683937
NAA16,7.85E-04,3.105130343
MINK1,7.86E-04,3.104577454
CORO2B,7.92E-04,3.101274818
MAT1A,7.92E-04,3.101274818
SNORA5C,7.92E-04,3.101274818
DNAJC28,7.97E-04,3.098541679
HNMT,7.97E-04,3.098541679
CUTC,8.02E-04,3.095825632
GLYR1,8.02E-04,3.095825632
PPP1R37,8.02E-04,3.095825632
TULP1,8.02E-04,3.095825632
INMT,8.05E-04,3.09420412
ACSL6,8.07E-04,3.093126465
OTUB1,8.07E-04,3.093126465
CAMKMT,8.12E-04,3.090443971
IL15,8.12E-04,3.090443971
NTRK2,8.12E-04,3.090443971
ANXA11,8.15E-04,3.088842391
MIR182,8.19E-04,3.086716098
CD24,8.25E-04,3.083546051
SFTPC,8.25E-04,3.083546051
DIAPH2,8.28E-04,3.081969663
FXYD2,8.28E-04,3.081969663
BCL7C,8.32E-04,3.079876674
CACNA2D4,8.32E-04,3.079876674
GAS7,8.32E-04,3.079876674
HLX,8.32E-04,3.079876674
RNF157,8.32E-04,3.079876674
SH2D5,8.32E-04,3.079876674
BAIAP2,8.33E-04,3.079354999
CLIC4,8.33E-04,3.079354999
NOVA1,8.33E-04,3.079354999
CACNB1,8.34E-04,3.078833949
DLX2,8.34E-04,3.078833949
PDE4DIP,8.34E-04,3.078833949
SRCAP,8.34E-04,3.078833949
TIMP3,8.34E-04,3.078833949
ZNF418,8.34E-04,3.078833949
EPYC,8.38E-04,3.076755981
UBE2V1,8.41E-04,3.075204004
KCNK4,8.42E-04,3.074687909
APBB2,8.47E-04,3.07211659
JRK,8.47E-04,3.07211659
LIMS1,8.47E-04,3.07211659
NCR2,8.47E-04,3.07211659
BRPF1,8.52E-04,3.069560405
SUOX,8.52E-04,3.069560405
RAD51,8.53E-04,3.069050969
GNG10,8.60E-04,3.065501549
NOTCH2,8.60E-04,3.065501549
PTGES,8.60E-04,3.065501549
SNX21,8.60E-04,3.065501549
TPPP,8.60E-04,3.065501549
TSC22D3,8.62E-04,3.064492734
IQSEC2,8.64E-04,3.063486258
NUDT6,8.74E-04,3.058488567
ZNF320,8.83E-04,3.054039296
VCAM1,8.87E-04,3.05207638
GLE1,8.92E-04,3.049635146
TRIM41,8.97E-04,3.047207557
HTRA3,8.98E-04,3.046723663
KIF20B,8.98E-04,3.046723663
ARIH2OS,9.05E-04,3.043351421
HDAC7,9.06E-04,3.042871802
NXPH3,9.06E-04,3.042871802
SLCO3A1,9.06E-04,3.042871802
STARD8,9.06E-04,3.042871802
TAF6,9.06E-04,3.042871802
TFEB,9.07E-04,3.042392713
OR52R1,9.15E-04,3.038578906
RABL6,9.15E-04,3.038578906
RGR,9.15E-04,3.038578906
CNRIP1,9.23E-04,3.034798299
TFAM,9.23E-04,3.034798299
ALDH4A1,9.27E-04,3.032920266
HDAC11,9.27E-04,3.032920266
RNF214,9.27E-04,3.032920266
TECPR2,9.27E-04,3.032920266
TSC22D3,9.27E-04,3.032920266
ZP3,9.27E-04,3.032920266
RORA,9.29E-04,3.031984286
RNA28S5,9.30E-04,3.031517051
MAPRE3,9.31E-04,3.031050319
FBLN1,9.34E-04,3.029653124
HIST1H2BB,9.36E-04,3.028724151
LSM3,9.38E-04,3.027797162
LOC81691,9.39E-04,3.027334408
MIR943,9.39E-04,3.027334408
TNIP3,9.39E-04,3.027334408
YIF1B,9.39E-04,3.027334408
ALS2CL,9.42E-04,3.025949097
RALBP1,9.43E-04,3.025488307
SLC47A1,9.45E-04,3.024568191
PA2G4,9.48E-04,3.023191663
TGM2,9.48E-04,3.023191663
TH,9.48E-04,3.023191663
CD151,9.52E-04,3.021363052
OGFOD1,9.56E-04,3.019542108
TMEM156,9.57E-04,3.019088062
FNIP1,9.58E-04,3.018634491
NACC2,9.69E-04,3.013676223
SCRT2,9.71E-04,3.01278077
ZNF48,9.71E-04,3.01278077
HDAC9,9.72E-04,3.012333735
FRAT1,9.75E-04,3.010995384
CD24,9.76E-04,3.010550182
BTC,9.79E-04,3.009217308
ZNF385B,9.80E-04,3.008773924
PFKFB2,9.81E-04,3.008330993
TMEM217,9.88E-04,3.005243055
CLUH,9.92E-04,3.003488328
POU3F1,9.97E-04,3.001304842
CCT6P1,9.99E-04,3.000434512
RPGR,9.99E-04,3.000434512
ANKRD13D,1.00E-03,3
CPSF7,1.00E-03,3
CBWD1,1.01E-03,2.995678626
CDX4,1.01E-03,2.995678626
TUBGCP3,1.01E-03,2.995678626
ADD1,1.02E-03,2.991399828
CDK8,1.02E-03,2.991399828
CEPT1,1.02E-03,2.991399828
LCA5L,1.02E-03,2.991399828
MIR563,1.02E-03,2.991399828
NPAS3,1.02E-03,2.991399828
DPCR1,1.03E-03,2.987162775
DUSP18,1.03E-03,2.987162775
LINC00908,1.03E-03,2.987162775
RASA3,1.03E-03,2.987162775
XPR1,1.03E-03,2.987162775
TMEM128,1.04E-03,2.982966661
PAG1,1.05E-03,2.978810701
TOP3B,1.05E-03,2.978810701
FAM180B,1.06E-03,2.974694135
FEN1,1.06E-03,2.974694135
NUP188,1.06E-03,2.974694135
TES,1.06E-03,2.974694135
ZNF436,1.06E-03,2.974694135
ZNF79,1.06E-03,2.974694135
ECT2L,1.07E-03,2.970616222
NFKB2,1.07E-03,2.970616222
NODAL,1.07E-03,2.970616222
SLCO3A1,1.07E-03,2.970616222
ZNF100,1.07E-03,2.970616222
CRIP1,1.08E-03,2.966576245
GFPT2,1.08E-03,2.966576245
LARGE,1.08E-03,2.966576245
NLGN4X,1.08E-03,2.966576245
TNMD,1.08E-03,2.966576245
PABPC3,1.09E-03,2.962573502
ANKRD17,1.10E-03,2.958607315
FAM120AOS,1.10E-03,2.958607315
KEAP1,1.10E-03,2.958607315
NDUFB10,1.10E-03,2.958607315
SPAG6,1.10E-03,2.958607315
SS18,1.10E-03,2.958607315
CYP2J2,1.11E-03,2.954677021
DLEU1,1.11E-03,2.954677021
NUTM2A-AS1,1.11E-03,2.954677021
SLA2,1.11E-03,2.954677021
EMX2,1.12E-03,2.950781977
ZDHHC16,1.13E-03,2.946921557
HEXIM2,1.14E-03,2.943095149
LYRM9,1.14E-03,2.943095149
ZER1,1.14E-03,2.943095149
C1QTNF9B,1.15E-03,2.93930216
HAS2-AS1,1.15E-03,2.93930216
RWDD2A,1.15E-03,2.93930216
SLC2A11,1.15E-03,2.93930216
ZNF366,1.15E-03,2.93930216
ITPR1,1.16E-03,2.935542011
KCTD7,1.16E-03,2.935542011
SHE,1.16E-03,2.935542011
SREK1,1.16E-03,2.935542011
ASPH,1.17E-03,2.931814138
DCX,1.17E-03,2.931814138
HMGN1,1.17E-03,2.931814138
KATNBL1,1.17E-03,2.931814138
LDOC1,1.17E-03,2.931814138
PAK7,1.17E-03,2.931814138
ADAMTSL1,1.18E-03,2.928117993
CYP4F30P,1.18E-03,2.928117993
IL10RB,1.18E-03,2.928117993
OR4M1,1.18E-03,2.928117993
TMEM255A,1.18E-03,2.928117993
ARAP1,1.19E-03,2.924453039
GAS6,1.19E-03,2.924453039
HCN3,1.19E-03,2.924453039
RAPH1,1.19E-03,2.924453039
WNT2B,1.19E-03,2.924453039
LOC729737,1.20E-03,2.920818754
PCNXL2,1.20E-03,2.920818754
EGFEM1P,1.21E-03,2.91721463
FAF1,1.21E-03,2.91721463
HAS2,1.21E-03,2.91721463
TANGO6,1.21E-03,2.91721463
TOR4A,1.21E-03,2.91721463
CKAP2,1.22E-03,2.913640169
FBXO31,1.22E-03,2.913640169
LEPR,1.22E-03,2.913640169
NCDN,1.22E-03,2.913640169
SEC24A,1.22E-03,2.913640169
SLAMF6,1.22E-03,2.913640169
NIPAL3,1.23E-03,2.910094889
NKPD1,1.23E-03,2.910094889
ELMSAN1,1.24E-03,2.906578315
U2AF1,1.24E-03,2.906578315
LGALS12,1.25E-03,2.903089987
C19orf57,1.26E-03,2.899629455
LTBP4,1.26E-03,2.899629455
SLC8A3,1.26E-03,2.899629455
WDR47,1.26E-03,2.899629455
C3orf20,1.27E-03,2.896196279
BAIAP2,1.28E-03,2.89279003
FOXQ1,1.28E-03,2.89279003
SLC4A2,1.28E-03,2.89279003
CLDN14,1.29E-03,2.88941029
HIPK1,1.29E-03,2.88941029
LOC100130452,1.29E-03,2.88941029
PIP5K1C,1.29E-03,2.88941029
PTPRA,1.29E-03,2.88941029
SLC22A3,1.29E-03,2.88941029
ANO8,1.30E-03,2.886056648
ATF7IP,1.30E-03,2.886056648
FAM83H,1.30E-03,2.886056648
IGSF10,1.30E-03,2.886056648
KDM5C,1.30E-03,2.886056648
SHCBP1,1.30E-03,2.886056648
SIRT4,1.30E-03,2.886056648
GAB2,1.31E-03,2.882728704
IFITM5,1.31E-03,2.882728704
IFNL1,1.31E-03,2.882728704
POU2F3,1.31E-03,2.882728704
SORL1,1.31E-03,2.882728704
SVEP1,1.31E-03,2.882728704
ZKSCAN1,1.31E-03,2.882728704
C11orf45,1.32E-03,2.879426069
P2RY14,1.32E-03,2.879426069
SAMD4B,1.32E-03,2.879426069
SNRK,1.32E-03,2.879426069
PPL,1.33E-03,2.876148359
RASSF2,1.33E-03,2.876148359
ARID5A,1.35E-03,2.869666232
ARRB1,1.35E-03,2.869666232
C7,1.35E-03,2.869666232
PBLD,1.35E-03,2.869666232
PHF1,1.35E-03,2.869666232
SEC14L5,1.35E-03,2.869666232
SGSH,1.35E-03,2.869666232
ZNF385B,1.36E-03,2.866461092
PPM1G,1.37E-03,2.863279433
XK,1.37E-03,2.863279433
CPED1,1.38E-03,2.860120914
DNAJC21,1.38E-03,2.860120914
MAPK4,1.38E-03,2.860120914
ABCA5,1.39E-03,2.8569852
DNM2,1.39E-03,2.8569852
CD40LG,1.40E-03,2.853871964
SCNN1B,1.40E-03,2.853871964
FUNDC2,1.42E-03,2.847711656
IL15RA,1.42E-03,2.847711656
ITPR2,1.42E-03,2.847711656
PRDM2,1.42E-03,2.847711656
SPRY1,1.42E-03,2.847711656
VEGFC,1.42E-03,2.847711656
GTSE1,1.43E-03,2.844663963
TFAP4,1.43E-03,2.844663963
APOC3,1.44E-03,2.841637508
NR5A2,1.44E-03,2.841637508
PPP2R2B,1.45E-03,2.838631998
CCDC25,1.46E-03,2.835647144
FLT3,1.46E-03,2.835647144
IL10,1.46E-03,2.835647144
PHLPP1,1.46E-03,2.835647144
TAC1,1.46E-03,2.835647144
TMEM246,1.46E-03,2.835647144
SYTL3,1.47E-03,2.832682665
ARID4A,1.48E-03,2.829738285
HSPB2,1.48E-03,2.829738285
IL37,1.48E-03,2.829738285
SYNGR1,1.48E-03,2.829738285
TBL1X,1.48E-03,2.829738285
TRNAU1AP,1.48E-03,2.829738285
ZFPM2,1.48E-03,2.829738285
AFTPH,1.49E-03,2.826813732
HINFP,1.49E-03,2.826813732
PPTC7,1.49E-03,2.826813732
TNFRSF11A,1.49E-03,2.826813732
CACNA1G,1.50E-03,2.823908741
NPIPB8,1.50E-03,2.823908741
PTGFR,1.51E-03,2.821023053
CKB,1.52E-03,2.818156412
LAIR1,1.52E-03,2.818156412
TNNT1,1.53E-03,2.815308569
BAG5,1.54E-03,2.812479279
DDX51,1.54E-03,2.812479279
DEPTOR,1.54E-03,2.812479279
POMC,1.54E-03,2.812479279
SLC17A5,1.54E-03,2.812479279
TADA2B,1.54E-03,2.812479279
TMEM159,1.54E-03,2.812479279
ZFYVE21,1.55E-03,2.809668302
PCNX,1.56E-03,2.806875402
SORCS1,1.56E-03,2.806875402
ZNF695,1.56E-03,2.806875402
ARHGEF5,1.57E-03,2.804100348
ASPSCR1,1.57E-03,2.804100348
DGKA,1.57E-03,2.804100348
GLT8D1,1.57E-03,2.804100348
LSP1,1.57E-03,2.804100348
PCBP2,1.57E-03,2.804100348
ZNF585B,1.57E-03,2.804100348
F13A1,1.58E-03,2.801342913
TMC5,1.58E-03,2.801342913
CD99,1.59E-03,2.798602876
IL15RA,1.59E-03,2.798602876
SEMA4F,1.59E-03,2.798602876
VMAC,1.59E-03,2.798602876
DCN,1.60E-03,2.795880017
MAP2K6,1.61E-03,2.793174124
ESR2,1.62E-03,2.790484985
PHF12,1.62E-03,2.790484985
STRA8,1.62E-03,2.790484985
CFL2,1.63E-03,2.787812396
CLUAP1,1.63E-03,2.787812396
FZD7,1.63E-03,2.787812396
BCO2,1.64E-03,2.785156152
DPAGT1,1.64E-03,2.785156152
NBL1,1.65E-03,2.782516056
SLC45A4,1.65E-03,2.782516056
SSH1,1.65E-03,2.782516056
PLXNB2,1.67E-03,2.777283529
RAPSN,1.67E-03,2.777283529
CTDP1,1.68E-03,2.774690718
HSFY1P1,1.68E-03,2.774690718
MMP24,1.68E-03,2.774690718
OR4M2,1.68E-03,2.774690718
RLF,1.68E-03,2.774690718
SERINC5,1.68E-03,2.774690718
TCEA3,1.68E-03,2.774690718
CLEC3B,1.69E-03,2.772113295
SIK1,1.69E-03,2.772113295
SLC25A12,1.69E-03,2.772113295
TTYH1,1.69E-03,2.772113295
DST,1.70E-03,2.769551079
IL1F10,1.70E-03,2.769551079
SLC30A6,1.70E-03,2.769551079
TRPM8,1.70E-03,2.769551079
ABCC5,1.71E-03,2.76700389
CCDC88C,1.71E-03,2.76700389
CER1,1.71E-03,2.76700389
CILP,1.71E-03,2.76700389
KCNQ1OT1,1.71E-03,2.76700389
RHEBL1,1.71E-03,2.76700389
SYNGR2,1.71E-03,2.76700389
FOXM1,1.72E-03,2.764471553
NEURL2,1.74E-03,2.759450752
FBLN1,1.75E-03,2.756961951
PAFAH1B3,1.75E-03,2.756961951
TSKS,1.75E-03,2.756961951
HTR3E,1.76E-03,2.754487332
SLC22A3,1.76E-03,2.754487332
ADAT3,1.77E-03,2.752026734
ADI1,1.77E-03,2.752026734
EIF3M,1.77E-03,2.752026734
MAN2A2,1.77E-03,2.752026734
PHC3,1.77E-03,2.752026734
ABCC9,1.78E-03,2.749579998
BTG1,1.78E-03,2.749579998
C1orf229,1.78E-03,2.749579998
TOM1,1.78E-03,2.749579998
UTP23,1.78E-03,2.749579998
CSF1,1.79E-03,2.747146969
ZNF470,1.79E-03,2.747146969
ATG10,1.80E-03,2.744727495
FGL2,1.80E-03,2.744727495
PBLD,1.80E-03,2.744727495
SFPQ,1.80E-03,2.744727495
FAM219A,1.81E-03,2.742321425
SERPING1,1.81E-03,2.742321425
PTPRE,1.82E-03,2.739928612
RPH3AL,1.82E-03,2.739928612
TRAPPC9,1.82E-03,2.739928612
CCL13,1.83E-03,2.73754891
CNGB1,1.83E-03,2.73754891
RPTOR,1.84E-03,2.735182177
ANO1,1.85E-03,2.732828272
OR2D3,1.85E-03,2.732828272
OSBPL5,1.85E-03,2.732828272
SERPINF2,1.85E-03,2.732828272
STARD5,1.85E-03,2.732828272
WFIKKN1,1.85E-03,2.732828272
ZBTB46,1.85E-03,2.732828272
EIF4A1,1.86E-03,2.730487056
LTBP3,1.86E-03,2.730487056
ALOXE3,1.87E-03,2.728158393
NPM3,1.87E-03,2.728158393
SLCO3A1,1.87E-03,2.728158393
BCL7C,1.88E-03,2.725842151
CMTM6,1.89E-03,2.723538196
FAM209B,1.89E-03,2.723538196
INPP5F,1.89E-03,2.723538196
PCED1B-AS1,1.89E-03,2.723538196
PTGES3,1.89E-03,2.723538196
SATB1,1.89E-03,2.723538196
TDG,1.89E-03,2.723538196
TRIM47,1.89E-03,2.723538196
POM121L12,1.90E-03,2.721246399
SMAP2,1.90E-03,2.721246399
UBXN6,1.90E-03,2.721246399
CYB561,1.91E-03,2.718966633
IL17RC,1.91E-03,2.718966633
NCAN,1.91E-03,2.718966633
TXNDC15,1.91E-03,2.718966633
LOC100130705,1.92E-03,2.716698771
PTGS1,1.92E-03,2.716698771
CTRB2,1.93E-03,2.714442691
LLPH,1.93E-03,2.714442691
HLX,1.94E-03,2.71219827
SLC22A20,1.94E-03,2.71219827
SLC30A5,1.94E-03,2.71219827
AGFG2,1.95E-03,2.709965389
C16orf46,1.95E-03,2.709965389
KLHL7,1.95E-03,2.709965389
KNDC1,1.95E-03,2.709965389
ZAP70,1.95E-03,2.709965389
CTDNEP1,1.96E-03,2.707743929
DGCR2,1.96E-03,2.707743929
EXO5,1.96E-03,2.707743929
OSTC,1.96E-03,2.707743929
RNPEPL1,1.96E-03,2.707743929
SKA2,1.96E-03,2.707743929
TIRAP,1.96E-03,2.707743929
C16orf45,1.97E-03,2.705533774
HEBP1,1.97E-03,2.705533774
LTBR,1.97E-03,2.705533774
VAT1,1.97E-03,2.705533774
ABCG1,1.98E-03,2.70333481
ANAPC11,1.98E-03,2.70333481
EXTL3,1.99E-03,2.701146924
